antecedent,consequent,support,confidence,lift
['bottled_water'],['shopping_bags'],0.0,0.03,0.66
['shopping_bags'],['tropical_fruit'],0.0,0.06,0.81
['tropical_fruit'],['shopping_bags'],0.0,0.04,0.81
['shopping_bags'],['root_vegetables'],0.0,0.07,0.96
['root_vegetables'],['shopping_bags'],0.0,0.05,0.96
['shopping_bags'],['yogurt'],0.0,0.07,0.81
['yogurt'],['shopping_bags'],0.0,0.04,0.81
['shopping_bags'],['soda'],0.0,0.09,0.89
['soda'],['shopping_bags'],0.0,0.04,0.89
['shopping_bags'],['rolls/buns'],0.0,0.1,0.85
['rolls/buns'],['shopping_bags'],0.0,0.04,0.85
['shopping_bags'],['other_vegetables'],0.0,0.1,0.8
['other_vegetables'],['shopping_bags'],0.0,0.04,0.8
['shopping_bags'],['whole_milk'],0.01,0.13,0.78
['whole_milk'],['shopping_bags'],0.01,0.04,0.78
['pip_fruit'],['citrus_fruit'],0.0,0.03,0.54
['citrus_fruit'],['pip_fruit'],0.0,0.03,0.54
['bottled_water'],['pip_fruit'],0.0,0.03,0.65
['pip_fruit'],['bottled_water'],0.0,0.04,0.65
['pip_fruit'],['tropical_fruit'],0.0,0.04,0.6
['tropical_fruit'],['pip_fruit'],0.0,0.03,0.6
['pip_fruit'],['sausage'],0.0,0.04,0.7
['sausage'],['pip_fruit'],0.0,0.03,0.7
['pip_fruit'],['pastry'],0.0,0.04,0.85
['pastry'],['pip_fruit'],0.0,0.04,0.85
['pip_fruit'],['root_vegetables'],0.0,0.05,0.75
['root_vegetables'],['pip_fruit'],0.0,0.04,0.75
['pip_fruit'],['yogurt'],0.0,0.07,0.81
['yogurt'],['pip_fruit'],0.0,0.04,0.81
['pip_fruit'],['soda'],0.0,0.08,0.78
['soda'],['pip_fruit'],0.0,0.04,0.78
['pip_fruit'],['rolls/buns'],0.0,0.1,0.87
['rolls/buns'],['pip_fruit'],0.0,0.04,0.87
['pip_fruit'],['other_vegetables'],0.0,0.1,0.78
['other_vegetables'],['pip_fruit'],0.0,0.04,0.78
['pip_fruit'],['whole_milk'],0.01,0.13,0.8
['whole_milk'],['pip_fruit'],0.01,0.04,0.8
['citrus_fruit'],['pastry'],0.0,0.04,0.75
['pastry'],['citrus_fruit'],0.0,0.04,0.75
['pastry'],['tropical_fruit'],0.0,0.05,0.78
['tropical_fruit'],['pastry'],0.0,0.04,0.78
['pastry'],['root_vegetables'],0.0,0.05,0.77
['root_vegetables'],['pastry'],0.0,0.04,0.77
['bottled_water'],['pastry'],0.0,0.05,0.88
['pastry'],['bottled_water'],0.0,0.05,0.88
['pastry'],['sausage'],0.0,0.06,0.99
['sausage'],['pastry'],0.0,0.05,0.99
['yogurt'],['pastry'],0.0,0.04,0.77
['pastry'],['yogurt'],0.0,0.07,0.77
['pastry'],['other_vegetables'],0.0,0.07,0.55
['other_vegetables'],['pastry'],0.0,0.03,0.55
['rolls/buns'],['pastry'],0.0,0.03,0.66
['pastry'],['rolls/buns'],0.0,0.08,0.66
['pastry'],['soda'],0.0,0.08,0.77
['soda'],['pastry'],0.0,0.04,0.77
['pastry'],['whole_milk'],0.01,0.12,0.73
['whole_milk'],['pastry'],0.01,0.04,0.73
['citrus_fruit'],['sausage'],0.0,0.02,0.36
['sausage'],['citrus_fruit'],0.0,0.02,0.36
['citrus_fruit'],['root_vegetables'],0.0,0.04,0.57
['root_vegetables'],['citrus_fruit'],0.0,0.03,0.57
['bottled_water'],['citrus_fruit'],0.0,0.04,0.77
['citrus_fruit'],['bottled_water'],0.0,0.05,0.77
['citrus_fruit'],['tropical_fruit'],0.0,0.05,0.77
['tropical_fruit'],['citrus_fruit'],0.0,0.04,0.77
['citrus_fruit'],['soda'],0.0,0.07,0.68
['soda'],['citrus_fruit'],0.0,0.04,0.68
['yogurt'],['citrus_fruit'],0.0,0.05,0.95
['citrus_fruit'],['yogurt'],0.0,0.08,0.95
['rolls/buns'],['citrus_fruit'],0.0,0.04,0.75
['citrus_fruit'],['rolls/buns'],0.0,0.09,0.75
['citrus_fruit'],['other_vegetables'],0.0,0.09,0.7
['other_vegetables'],['citrus_fruit'],0.0,0.04,0.7
['citrus_fruit'],['whole_milk'],0.01,0.13,0.79
['whole_milk'],['citrus_fruit'],0.01,0.04,0.79
['sausage'],['tropical_fruit'],0.0,0.05,0.72
['tropical_fruit'],['sausage'],0.0,0.04,0.72
['bottled_water'],['sausage'],0.0,0.05,0.82
['sausage'],['bottled_water'],0.0,0.05,0.82
['root_vegetables'],['sausage'],0.0,0.05,0.76
['sausage'],['root_vegetables'],0.0,0.05,0.76
['rolls/buns'],['sausage'],0.01,0.05,0.75
['sausage'],['rolls/buns'],0.01,0.09,0.75
['sausage'],"['rolls/buns', 'whole_milk']",0.0,0.02,1.32
"['rolls/buns', 'whole_milk']",['sausage'],0.0,0.08,1.32
"['rolls/buns', 'sausage']",['whole_milk'],0.0,0.21,1.27
"['whole_milk', 'sausage']",['rolls/buns'],0.0,0.13,1.11
['yogurt'],['sausage'],0.01,0.06,1.04
['sausage'],['yogurt'],0.01,0.09,1.04
['yogurt'],"['whole_milk', 'sausage']",0.0,0.02,1.84
['sausage'],"['yogurt', 'whole_milk']",0.0,0.02,2.13
"['yogurt', 'whole_milk']",['sausage'],0.0,0.13,2.13
"['yogurt', 'sausage']",['whole_milk'],0.0,0.26,1.53
"['whole_milk', 'sausage']",['yogurt'],0.0,0.16,1.84
['soda'],['sausage'],0.01,0.06,0.95
['sausage'],['soda'],0.01,0.1,0.95
['soda'],"['whole_milk', 'sausage']",0.0,0.01,1.18
['sausage'],"['whole_milk', 'soda']",0.0,0.02,1.49
"['whole_milk', 'soda']",['sausage'],0.0,0.09,1.49
"['sausage', 'soda']",['whole_milk'],0.0,0.18,1.08
"['whole_milk', 'sausage']",['soda'],0.0,0.12,1.18
['other_vegetables'],['sausage'],0.01,0.05,0.77
['sausage'],['other_vegetables'],0.01,0.1,0.77
['whole_milk'],['sausage'],0.01,0.05,0.87
['sausage'],['whole_milk'],0.01,0.15,0.87
['bottled_water'],['root_vegetables'],0.0,0.06,0.78
['root_vegetables'],['bottled_water'],0.0,0.05,0.78
['bottled_water'],['tropical_fruit'],0.0,0.06,0.82
['tropical_fruit'],['bottled_water'],0.0,0.05,0.82
['bottled_water'],['yogurt'],0.0,0.06,0.69
['yogurt'],['bottled_water'],0.0,0.04,0.69
['bottled_water'],['rolls/buns'],0.0,0.08,0.65
['rolls/buns'],['bottled_water'],0.0,0.04,0.65
['bottled_water'],['soda'],0.0,0.08,0.76
['soda'],['bottled_water'],0.0,0.05,0.76
['bottled_water'],['other_vegetables'],0.01,0.09,0.69
['other_vegetables'],['bottled_water'],0.01,0.04,0.69
['bottled_water'],['whole_milk'],0.01,0.11,0.69
['whole_milk'],['bottled_water'],0.01,0.04,0.69
['root_vegetables'],['tropical_fruit'],0.0,0.05,0.74
['tropical_fruit'],['root_vegetables'],0.0,0.05,0.74
['yogurt'],['tropical_fruit'],0.01,0.06,0.85
['tropical_fruit'],['yogurt'],0.01,0.08,0.85
['soda'],['tropical_fruit'],0.01,0.05,0.78
['tropical_fruit'],['soda'],0.01,0.08,0.78
['rolls/buns'],['tropical_fruit'],0.01,0.05,0.77
['tropical_fruit'],['rolls/buns'],0.01,0.09,0.77
['other_vegetables'],['tropical_fruit'],0.01,0.05,0.72
['tropical_fruit'],['other_vegetables'],0.01,0.09,0.72
['whole_milk'],['tropical_fruit'],0.01,0.05,0.71
['tropical_fruit'],['whole_milk'],0.01,0.12,0.71
['yogurt'],['root_vegetables'],0.0,0.05,0.67
['root_vegetables'],['yogurt'],0.0,0.06,0.67
['root_vegetables'],['soda'],0.01,0.07,0.73
['soda'],['root_vegetables'],0.01,0.05,0.73
['other_vegetables'],['root_vegetables'],0.01,0.04,0.58
['root_vegetables'],['other_vegetables'],0.01,0.07,0.58
['rolls/buns'],['root_vegetables'],0.01,0.05,0.7
['root_vegetables'],['rolls/buns'],0.01,0.08,0.7
['whole_milk'],['root_vegetables'],0.01,0.05,0.63
['root_vegetables'],['whole_milk'],0.01,0.11,0.63
['yogurt'],['soda'],0.01,0.07,0.64
['soda'],['yogurt'],0.01,0.06,0.64
['rolls/buns'],['yogurt'],0.01,0.07,0.76
['yogurt'],['rolls/buns'],0.01,0.09,0.76
['rolls/buns'],"['yogurt', 'whole_milk']",0.0,0.01,1.04
['yogurt'],"['rolls/buns', 'whole_milk']",0.0,0.01,1.07
"['rolls/buns', 'yogurt']",['whole_milk'],0.0,0.17,1.02
"['rolls/buns', 'whole_milk']",['yogurt'],0.0,0.1,1.07
"['yogurt', 'whole_milk']",['rolls/buns'],0.0,0.12,1.04
['yogurt'],['other_vegetables'],0.01,0.09,0.72
['other_vegetables'],['yogurt'],0.01,0.06,0.72
['yogurt'],"['whole_milk', 'other_vegetables']",0.0,0.01,0.86
"['yogurt', 'whole_milk']",['other_vegetables'],0.0,0.1,0.8
"['yogurt', 'other_vegetables']",['whole_milk'],0.0,0.14,0.84
"['whole_milk', 'other_vegetables']",['yogurt'],0.0,0.08,0.86
['yogurt'],['whole_milk'],0.01,0.13,0.75
['whole_milk'],['yogurt'],0.01,0.07,0.75
['rolls/buns'],['soda'],0.01,0.07,0.7
['soda'],['rolls/buns'],0.01,0.08,0.7
"['rolls/buns', 'whole_milk']",['soda'],0.0,0.07,0.71
"['rolls/buns', 'soda']",['whole_milk'],0.0,0.12,0.74
"['whole_milk', 'soda']",['rolls/buns'],0.0,0.09,0.75
['soda'],"['rolls/buns', 'other_vegetables']",0.0,0.01,1.06
"['rolls/buns', 'other_vegetables']",['soda'],0.0,0.11,1.06
"['rolls/buns', 'soda']",['other_vegetables'],0.0,0.14,1.11
"['other_vegetables', 'soda']",['rolls/buns'],0.0,0.12,1.02
['other_vegetables'],['soda'],0.01,0.08,0.75
['soda'],['other_vegetables'],0.01,0.1,0.75
['soda'],"['whole_milk', 'other_vegetables']",0.0,0.01,0.76
"['whole_milk', 'other_vegetables']",['soda'],0.0,0.08,0.76
"['whole_milk', 'soda']",['other_vegetables'],0.0,0.1,0.77
"['other_vegetables', 'soda']",['whole_milk'],0.0,0.12,0.7
['whole_milk'],['soda'],0.01,0.07,0.69
['soda'],['whole_milk'],0.01,0.11,0.69
['rolls/buns'],['other_vegetables'],0.01,0.09,0.73
['other_vegetables'],['rolls/buns'],0.01,0.08,0.73
['rolls/buns'],"['whole_milk', 'other_vegetables']",0.0,0.01,0.71
"['rolls/buns', 'whole_milk']",['other_vegetables'],0.0,0.09,0.68
"['rolls/buns', 'other_vegetables']",['whole_milk'],0.0,0.11,0.68
"['whole_milk', 'other_vegetables']",['rolls/buns'],0.0,0.08,0.71
['rolls/buns'],['whole_milk'],0.01,0.12,0.73
['whole_milk'],['rolls/buns'],0.01,0.08,0.73
['whole_milk'],['other_vegetables'],0.01,0.09,0.7
['other_vegetables'],['whole_milk'],0.01,0.12,0.7
